"Department","Department Name","Division","Gender","Base Salary","2024 Overtime Pay","2024 Longevity Pay","Grade"
"DOT","Department of Transportation","DOT 50 Transit Special Transportation and Medicaid","F","$74,334.08","$179.55","$0","16"
"HHS","Department of Health and Human Services","HHS 60 Behavioral Health and Crisis Services Division","M","$124,494.1","$0","$0","N25"
"DOT","Department of Transportation","DOT 50 Traffic Engineering Design and Operations","M","$105,651.59","$1,171.86","$0","N25"
"HHS","Department of Health and Human Services","HHS 60 Chief Operating Officer Division","F","$130,181","$0","$0","N25"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$105,947","$3,538.41","$0","G4"
"DGS","Department of General Services","DGS 36 Fleet Management Fleet Services","M","$107,361.86","$2,288.65","$0","N22"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$96,416.95","$4,905.03","$0","20"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 ODT Geographic Information System","F","$116,159.67","$0","$0","26"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$96,812.85","$3,196.33","$0","20"
"SHF","Sheriff's Office","SHF 48 Court and Transport","M","$119,692","$892.67","$0","D1"
"CCL","County Council","CCL 01 Council Members and Staff","F","$88,597.08","$0","$0","N26"
"HCA","Department of Housing and Community Affairs","HCA 76 Community Development","F","$69,914.77","$0","$0","16"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$99,242.61","$14,756.69","$0","T2"
"ABS","Alcohol Beverage Services","ABS 85 Administrative Services","M","$68,030.59","$3,228.26","$0","13"
"DOT","Department of Transportation","DOT 50 Director Transportation Policy","M","$142,495","$0","$0","N27"
"POL","Department of Police","POL 47 FSB Traffic Division Automated Traffic Enforcement Section","M","$127,335.4","$0","$0","N25"
"DOT","Department of Transportation","DOT 50 Highway Services","M","$79,509.44","$13,024.43","$0","15"
"DEP","Department of Environmental Protection","DEP 80 Stewardship Programs","M","$119,032","$0","$0","23"
"DEP","Department of Environmental Protection","DEP 80 Monitoring and Planning","M","$129,048.78","$0","$0","N26"
"HHS","Department of Health and Human Services","HHS 60 Child Welfare Services","F","$115,755.27","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 Chief Operating Officer Division","F","$82,219.75","$0","$0","N25"
"HHS","Department of Health and Human Services","HHS 60 Behavioral Health and Crisis Services Division","F","$133,407.06","$0","$0","N26"
"HHS","Department of Health and Human Services","HHS 60 Public Health Services Division","F","$124,464","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","M","$96,670.1","$2,041.87","$0","20"
"DPS","Department of Permitting Services","DPS 75 Customer Support","F","$90,350.24","$4,984.2","$0","17"
"HHS","Department of Health and Human Services","HHS 60 Public Health Services Division","F","$119,857.76","$372.22","$0","24"
"DOT","Department of Transportation","DOT 50 Highway Services","M","$81,918.34","$14,039.94","$0","15"
"FRS","Fire and Rescue Services","FRS 45 Training","M","$100,154.17","$3,721.2","$0","20"
"COR","Correction and Rehabilitation","COR 42 DS MCDC Custody and Security","F","$109,465","$7,384.96","$0","C6"
"FRS","Fire and Rescue Services","FRS 45 Station 8","M","$96,825","$20,666.86","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","F","$113,204","$4,685.58","$0","B1"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$113,204","$6,112.31","$0","B1"
"FRS","Fire and Rescue Services","FRS 45 Station 8","M","$100,215","$17,382.48","$0","F3"
"HHS","Department of Health and Human Services","HHS 60 Behavioral Health and Crisis Services Division","F","$136,188","$1,708.9","$0","N26"
"FRS","Fire and Rescue Services","FRS 45 Recruit Training","F","$58,113","$0","$0","F3"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$67,613.89","$159.98","$0","16"
"HHS","Department of Health and Human Services","HHS 60 Director's Office Division","F","$192,996.45","$0","$0","M2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$99,242.61","$31,153.44","$0","T2"
"CEC","Community Engagement Cluster","CEC 16 Wheaton Urban District","M","$67,893","$6,109.06","$0","10"
"ABS","Alcohol Beverage Services","ABS 85 Aspen Hill","M","$60,704.93","$236.7","$0","14"
"ABS","Alcohol Beverage Services","ABS 85 Goshen Crossing","M","$72,535.9","$12,175.07","$0","14"
"FRS","Fire and Rescue Services","FRS 45 Budgets and Grants","M","$80,350.21","$0","$0","N18"
"DOT","Department of Transportation","DOT 50 Highway Services","M","$79,509.45","$18,350.89","$0","15"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 OMC MC311","M","$127,509.43","$0","$0","N25"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,818.8","$36,753","$0","T1"
"HHS","Department of Health and Human Services","HHS 60 Children Youth and Family Services Division","F","$95,458","$0","$0","18"
"DGS","Department of General Services","DGS 36 Real Estate Office","M","$130,181","$0","$0","25"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$79,841.49","$4,669.26","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$86,493.33","$28,301.57","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$89,818.8","$20,512.96","$0","T1"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$105,337.05","$0","$0","22"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$89,818.8","$9,074.46","$0","T1"
"DGS","Department of General Services","DGS 36 Facilities","F","$126,810.06","$3,533.63","$0","N26"
"POL","Department of Police","POL 47 MSB Communications Division","M","$81,079.38","$17,337.32","$0","20"
"FRS","Fire and Rescue Services","FRS 45 Station 7","M","$136,743","$10,233.38","$0","B2"
"PRO","Office of Procurement","PRO 35 Procurement Operations Section","M","$73,591.39","$0","$0","18"
"FRS","Fire and Rescue Services","FRS 45 Volunteer Services Division","M","$109,774.79","$9,693.79","$0","N25"
"FRS","Fire and Rescue Services","FRS 45 Station 20","M","$78,764","$95,235.11","$0","F3"
"COR","Correction and Rehabilitation","COR 42 DS Intake Classification and Re-Entry Services","F","$116,223.01","$0","$0","24"
"CEC","Community Engagement Cluster","CEC 16 Silver Spring Urban District","M","$67,859.89","$24,168.89","$0","10"
"CEC","Community Engagement Cluster","CEC 16 Silver Spring Urban District","M","$65,134","$22,474.2","$0","9"
"CEC","Community Engagement Cluster","CEC 16 Silver Spring Urban District","F","$67,893","$5,835.32","$0","10"
"ABS","Alcohol Beverage Services","ABS 85 Darnestown","M","$54,599.75","$69.53","$0","12"
"ABS","Alcohol Beverage Services","ABS 85 Kensington","F","$71,838.69","$1,816.44","$0","14"
"ABS","Alcohol Beverage Services","ABS 85 Muddy Branch","M","$72,535.9","$506.39","$0","14"
"ABS","Alcohol Beverage Services","ABS 85 Montrose","F","$74,353.05","$658.46","$0","14"
"POL","Department of Police","POL 47 HQ Office of the Chief","M","$112,939","$5,944.19","$0","P5"
"DOT","Department of Transportation","DOT 50 Highway Services","M","$77,414.65","$24,589.1","$0","15"
"FIN","Department of Finance","FIN 32 Tax Operations","F","$161,112.37","$0","$0","M3"
"FRS","Fire and Rescue Services","FRS 45 Station 21","M","$100,215","$0","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 Station 40","M","$110,232","$3,685.79","$0","F4"
"FRS","Fire and Rescue Services","FRS 45 Station 32","M","$100,215","$5,789.89","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 Field Operations Administration","M","$121,266","$31,336.94","$0","B1"
"FRS","Fire and Rescue Services","FRS 45 Station 23","M","$121,266","$45,301.89","$0","B1"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$121,266","$29,898.66","$0","B1"
"FRS","Fire and Rescue Services","FRS 45 Station 2","M","$110,232","$66,128.66","$0","F4"
"FRS","Fire and Rescue Services","FRS 45 Station 28","M","$100,215","$29.88","$0","F3"
"COR","Correction and Rehabilitation","COR 42 DS Inmate Records","F","$72,065.75","$0","$0","16"
"FRS","Fire and Rescue Services","FRS 45 Emergency Medical & Integrated Healthcare Services","M","$121,266","$45,232.65","$0","B1"
"FRS","Fire and Rescue Services","FRS 45 Fifth Battalion - Administration","M","$121,266","$1,057.67","$0","B1"
"FRS","Fire and Rescue Services","FRS 45 Station 15","M","$121,266","$34,120.85","$0","B1"
"FRS","Fire and Rescue Services","FRS 45 Fifth Battalion - Administration","M","$121,266","$13,358.41","$0","B1"
"FRS","Fire and Rescue Services","FRS 45 Station 14","F","$110,232","$14,765.36","$0","F4"
"FRS","Fire and Rescue Services","FRS 45 Station 29","M","$100,215","$804.04","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 Field Operations Administration","M","$136,743","$18,273.17","$0","B2"
"FRS","Fire and Rescue Services","FRS 45 Station 8","M","$100,215","$0","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 Second Battalion - Administration","M","$136,743","$39,447.32","$0","B2"
"FRS","Fire and Rescue Services","FRS 45 Field Operations Administration","M","$121,266","$45,427.43","$0","B1"
"FRS","Fire and Rescue Services","FRS 45 Station 24","M","$100,215","$1,324.99","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 Station 34","M","$100,215","$3,877.49","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 Third Battalion - Administration","M","$136,743","$73,894.62","$0","B2"
"FRS","Fire and Rescue Services","FRS 45 Station 35","M","$100,215","$27,787.12","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 Third Battalion - Administration","M","$121,266","$42,503.19","$0","B1"
"FRS","Fire and Rescue Services","FRS 45 Station 17","M","$100,215","$60.23","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 Station 15","M","$110,232","$61,425.52","$0","F4"
"FRS","Fire and Rescue Services","FRS 45 Station 30","M","$100,215","$1,961.87","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 Station 24","M","$100,215","$19,150.43","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$121,266","$51,713.35","$0","B1"
"LIB","Department of Public Libraries","LIB 71 Quince Orchard Library","F","$73,543.07","$0","$0","13"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$78,764","$36,114.49","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$100,215","$51,484.75","$0","F3"
"ABS","Alcohol Beverage Services","ABS 85 Potomac","M","$69,645.13","$1,490.85","$0","14"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,818.8","$14,018.37","$0","T1"
"HHS","Department of Health and Human Services","HHS 60 Child Welfare Services","F","$124,464","$0","$0","24"
"POL","Department of Police","POL 47 FSB Traffic Division School Safety Section","M","$27,604.35","$0","$0","10"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$102,102.07","$0","$0","21"
"COR","Correction and Rehabilitation","COR 42 DS Detention Services","M","$102,957","$8,115.01","$0","C5"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$89,818.8","$2,726.42","$0","T1"
"OAS","Office of Animal Services","OAS 38 Animal Services Division","F","$77,893.06","$0","$0","14"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$89,818.8","$12,469.76","$0","T1"
"ABS","Alcohol Beverage Services","ABS 85 Beer Delivery Operations","M","$51,527.48","$3,942.61","$0","10"
"REC","Department of Recreation","REC 72 Facilities Division","F","$109,111.28","$304.11","$0","N23"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$105,734.12","$2,248.51","$0","22"
"COR","Correction and Rehabilitation","COR 42 DS MCCF Unit 3 Security","M","$109,465","$98,436.33","$0","C6"
"REC","Department of Recreation","REC 72 Aquatic Team Management","F","$84,442.37","$647.75","$0","21"
"FRS","Fire and Rescue Services","FRS 45 Station 40","M","$73,525","$3,323.52","$0","F3"
"FIN","Department of Finance","FIN 32 Division of Fiscal Management","M","$194,980","$0","$0","M2"
"DGS","Department of General Services","DGS 36 Central Duplicating","M","$80,335","$18,327.82","$0","14"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$104,197","$3,281.29","$0","20"
"ABS","Alcohol Beverage Services","ABS 85 Aspen Hill","M","$90,513.77","$0","$0","N18"
"HHS","Department of Health and Human Services","HHS 60 Child Welfare Services","F","$125,915.11","$16,811.62","$0","N26"
"POL","Department of Police","POL 47 PSB 6th District Patrol","M","$111,326","$59,015.87","$0","P4"
"POL","Department of Police","POL 47 PSB 4th District Patrol","M","$111,326","$7,969.81","$0","P4"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 OBP Community Engagement (GF)","M","$141,276.03","$0","$0","M3"
"BOE","Board of Elections","BOE 24 Director's Office","F","$152,940","$0","$0","M3"
"POL","Department of Police","POL 47 HQ Office of the Chief","M","$128,578","$41,162.2","$0","A1"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 OPS Radio Communications Services","M","$169,555","$0","$0","M3"
"OMB","Office of Management and Budget","OMB 31 Office of Management and Budget","F","$163,363","$0","$0","N30"
"POL","Department of Police","POL 47 PSB 2nd District Special Assignment Team","M","$111,326","$21,831.18","$0","P4"
"POL","Department of Police","POL 47 PSB 4th District Community Action Team","M","$116,891","$8,437.26","$0","P5"
"POL","Department of Police","POL 47 PSB 6th District Patrol","M","$111,326","$38,704.52","$0","P4"
"POL","Department of Police","POL 47 PSB 1st District Patrol","M","$111,326","$0","$0","P4"
"OLO","Office of Legislative Oversight","OLO 03 Legislative Oversight Staff","F","$163,587.94","$0","$0","M2"
"POL","Department of Police","POL 47 PSB 1st District Special Assignment Team","M","$111,326","$23,239.06","$0","P4"
"POL","Department of Police","POL 47 PSB 4th District Patrol","M","$111,326","$7,495.42","$0","P4"
"POL","Department of Police","POL 47 PSB 3rd District Patrol","M","$111,326","$17,019.87","$0","P4"
"POL","Department of Police","POL 47 PSB 3rd District Patrol","M","$111,326","$337.27","$0","P4"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$111,326","$4,686.25","$0","P4"
"POL","Department of Police","POL 47 PSB 6th District Patrol","F","$128,578","$5,001.93","$0","A1"
"POL","Department of Police","POL 47 PSB 6th District Patrol","M","$115,223","$8,165.72","$0","P4"
